cnpj_basic;cnpj_ordem;cnpj_dv;identifica;nome_fanta;situacao_c;data_situa;motivo_sit;data_inici;cnae_fisca;cnae_fis_1;tipo_logra;logradouro;numero;bairro;cep;cidade;estado;complement;uf;codigo_mun;ddd_1;telefone_1;endereco;Latitude;Longitude
24989736;1;0;1;LOJAS PORTO BELO;2;20210714;0;20160610;4755503;4712100,4754701,4753900;RUA;NOVA OLINDA;409;PARQUE CEASA;28070025;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27330955;RUA, NOVA OLINDA, 409, PARQUE CEASA;-21.719;-41.296
24996648;1;28;1;-;2;20160614;0;20160614;6810203;6463800,6810202,6810201,4110700,4120400;AVENIDA;JOSE ALVES DE AZEVEDO;841;PARQUE ROSARIO;28026621;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27320500;AVENIDA, JOSE ALVES DE AZEVEDO, 841, PARQUE ROSARIO;-21.776;-41.332
25010863;1;70;1;-;2;20240603;0;20160615;9602501;4924800,96;RUA;FRANCISCO DE ASSIS;57;PARQUE BARAO DO RIO BRANCO;28085621;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99978043;RUA, FRANCISCO DE ASSIS, 57, PARQUE BARAO DO RIO BRANCO;-21.731;-41.314
25012361;1;89;1;NOVO JOQUEY MATERIAIS DE CONSTRUCOES;2;20230516;0;20160615;4744099;4120400,4213800,4313400,4742300,4744001,4744003,4744004,4744005,4744006,4741500,7731400,7732201,7732202;AVENIDA;ROSA MONTEZANO DE OLIVEIRA;356;PARQUE NOVO JOCKEY;28020830;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99999999;AVENIDA, ROSA MONTEZANO DE OLIVEIRA, 356, PARQUE NOVO JOCKEY;-21.782;-41.280
25013431;1;13;1;-;2;20160616;0;20160616;9602501;9602502;RUA;BARAO DE MIRACEMA;210;CENTRO;28035302;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97497516;RUA, BARAO DE MIRACEMA, 210, CENTRO;-21.758;-41.329
25032653;1;83;1;-;2;20160620;0;20160620;6463800;-;RUA;CORA DE ALVARENGA;303;PARQUE JULIAO NOGUEIRA;28053226;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;30253352;RUA, CORA DE ALVARENGA, 303, PARQUE JULIAO NOGUEIRA;-21.748;-41.352
25043387;1;94;1;STUDIO LOUISE SOARES ESTETICA E BELEZA;2;20160621;0;20160621;9602502;-;RUA;MARQUES DE HERVAL;36;PARQUE TAMANDARE;28035013;Campos dos Goytacazes;Rio de Janeiro;PAVMTOLATERAL;RJ;5819;22;99218150;RUA, MARQUES DE HERVAL, 36, PARQUE TAMANDARE;-21.757;-41.338
25051969;1;12;1;-;2;20160622;0;20160622;9602501;-;RUA;sabia;82;goytacazes;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27231186;RUA, sabia, 82, goytacazes;-21.836;-41.259
25080168;1;85;1;-;2;20160627;0;20160627;5620102;4723700,5611203,5611201,8230001;RUA;SAO GONCALO;40;PARQUE GUARUS;28070216;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27229583;RUA, SAO GONCALO, 40, PARQUE GUARUS;-21.718;-41.312
17616765;1;53;1;FOLIA;2;20130221;0;20130221;8230002;7721700,5620102,8230001;RUA;VISCONDE DE ITABORAI;301;PARQUE ROSARIO;28027142;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99999999;RUA, VISCONDE DE ITABORAI, 301, PARQUE ROSARIO;-21.770;-41.327
25099260;1;97;1;-;2;20160629;0;20160629;9602501;-;RUA;25 DE MARCO;71;PARQUE CIDADE LUZ;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99853022;RUA, 25 DE MARCO, 71, PARQUE CIDADE LUZ;-21.723;-41.336
25100196;1;17;1;-;2;20160629;0;20160629;5212500;4742300,4541206,4744003,4541207,4530703,4530704,4744099,4520001;RUA;CAPITAO MENEZES;200;PARQUE BARAO DO RIO BRANCO;28085625;Campos dos Goytacazes;Rio de Janeiro;CASA FUNDOS;RJ;5819;22;27257661;RUA, CAPITAO MENEZES, 200, PARQUE BARAO DO RIO BRANCO;-21.733;-41.309
25131694;1;27;1;-;2;20250113;0;20160704;4789004;4781400,4789099,4723700,4721104,4755502,4772500,3212400;RUA;EXPEDICIONARIO JOSE AMARO;56;PARQUE PRESIDENTE VARGAS;28083480;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;98914007;RUA, EXPEDICIONARIO JOSE AMARO, 56, PARQUE PRESIDENTE VARGAS;-21.727;-41.317
25132428;1;19;1;-;2;20160704;0;20160704;4399103;-;RUA;A;21;SANTO EDUARDO;28160000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27811157;RUA, A, 21, SANTO EDUARDO;-21.789;-41.297
22128510;2;62;2;GRAUNA AGROPECUARIO;2;20160701;0;20160701;4623101;0151201,7739099,0162899,4692300,4623106,7490103;RUA;VOLUNTARIOS DA PATRIA;286;CENTRO;28035260;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27250547;RUA, VOLUNTARIOS DA PATRIA, 286, CENTRO;-21.757;-41.331
25176940;1;67;1;TRIER;2;20160708;0;20160708;4782201;4755503,4781400,4789001;AVENIDA;DR JOSE ALVES DE AZEVEDO;356;CENTRO;28025496;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27225700;AVENIDA, DR JOSE ALVES DE AZEVEDO, 356, CENTRO;-21.762;-41.329
25192819;1;29;1;-;2;20160713;0;20160713;9609299;4520005;RUA;LUIZ IZALTINO DE OLIVEIRA;370;PARQUE TURF CLUB;28015170;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97054074;RUA, LUIZ IZALTINO DE OLIVEIRA, 370, PARQUE TURF CLUB;-21.766;-41.304
25196042;1;70;1;-;2;20160713;0;20160713;9511800;7739099,7420004,4752100,6190699,4751201,4321500,4322302,4762800,7733100,8599603,4753900,7420001;RUA;RAIMUNDO DE FARIAS BRITO (RESERVA DOS CRISTAIS);289;-;-;Campos dos Goytacazes;Rio de Janeiro;BLOCO 12;-;0;0;0;RUA, RAIMUNDO DE FARIAS BRITO (RESERVA DOS CRISTAIS), 289, -;-21.765;-41.355
25215081;1;78;1;GASTRO VIEIRA;2;20160714;0;20160714;8541400;8520100,8599699,8599604;RUA;TENENTE-CORONEL CARDOSO;265;CENTRO;28010801;Campos dos Goytacazes;Rio de Janeiro;ANEXO 1;RJ;5819;22;99758624;RUA, TENENTE-CORONEL CARDOSO, 265, CENTRO;-21.761;-41.319
25238761;1;7;1;-;2;20160719;0;20160719;5620104;-;RUA;CARLOS MENEZES;177;PARQUE VERA CRUZ;28060215;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98392857;RUA, CARLOS MENEZES, 177, PARQUE VERA CRUZ;-21.736;-41.329
25249923;1;2;1;MARPEM AGUAS;2;20160720;0;20160720;3600602;-;AVENIDA;ALBERTO LAMEGO;793;PARQUE CALIFORNIA;28013601;Campos dos Goytacazes;Rio de Janeiro;HORTO 2;RJ;5819;22;27380205;AVENIDA, ALBERTO LAMEGO, 793, PARQUE CALIFORNIA;-21.762;-41.301
25252101;1;80;1;-;2;20160720;0;20160720;4723700;4721104;ESTRADA;Estrada de Marrecas;5;Marrecas;28140971;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98234077;ESTRADA, Estrada de Marrecas, 5, Marrecas;-21.947;-41.058
25294354;1;17;1;-;2;20160726;0;20160726;4772500;5620104,4744099,4781400,4729699;RUA;ALTAMIR CRUZ MANHAES;13;PARQUE CORRIENTES;28055210;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99046080;RUA, ALTAMIR CRUZ MANHAES, 13, PARQUE CORRIENTES;-21.746;-41.360
25303335;1;0;1;-;2;20160727;0;20160727;9001906;9511800,4751201,4753900,8230001;RUA;ALVARENGA PINTO;219;CENTRO;28035185;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;20302145;RUA, ALVARENGA PINTO, 219, CENTRO;-21.757;-41.337
25331523;1;41;1;-;2;20160801;0;20160801;4724500;5620104,479;RUA;SAO JERONIMO;0;PARQUE ROSARIO;28027130;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98593792;RUA, SAO JERONIMO, sn, PARQUE ROSARIO;-21.777;-41.326
25349182;1;31;1;MOREIRA DE MORAES ADVOGADOS;2;20160628;0;20160628;6911701;-;RUA;SALDANHA MARINHO;458;CENTRO;28010272;Campos dos Goytacazes;Rio de Janeiro;SALA 819/820;RJ;5819;22;98163512;RUA, SALDANHA MARINHO, 458, CENTRO;-21.762;-41.325
25357017;1;21;1;-;2;20160803;0;20160803;4744099;-;RUA;RIO GRANDE DO SUL;266;PARQUE SAO JOSE;28060345;Campos dos Goytacazes;Rio de Janeiro;LOJA;RJ;5819;22;98133953;RUA, RIO GRANDE DO SUL, 266, PARQUE SAO JOSE;-21.725;-41.332
25384061;1;20;1;-;2;20160805;0;20160805;4789004;4742300,9609208,4755502,4755503,4744001,4744099;AVENIDA;VEREADOR DEMERVAL DE ALBERNAZ CRESPO;153;PARQUE CIDADE LUZ;28060370;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97316594;AVENIDA, VEREADOR DEMERVAL DE ALBERNAZ CRESPO, 153, PARQUE CIDADE LUZ;-21.727;-41.329
25403881;1;12;1;-;2;20160808;0;20160808;4755503;-;AVENIDA;JOSE ALVES DE AZEVEDO;176;PARQUE ROSARIO;28025496;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98706290;AVENIDA, JOSE ALVES DE AZEVEDO, 176, PARQUE ROSARIO;-21.758;-41.327
16102993;1;42;1;ESFRIAR REFRIGERACAO;2;20120706;0;20120706;4757100;4322302,4649401,4742300,4744003,4744099;RUA;JOSE RUFINO DE CARVALHO;21;CENTRO;28010450;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;92583442;RUA, JOSE RUFINO DE CARVALHO, 21, CENTRO;-21.763;-41.318
25449177;1;9;1;-;2;20211130;0;20160810;9602501;-;RUA;PROJETADA A;25;VILA ROMANA;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97805023;RUA, PROJETADA A, 25, VILA ROMANA;-21.744;-41.314
25451560;1;93;1;-;2;20160810;0;20160810;4755502;4781400,477;RUA;JOAO PINTO CARVALHO;2;FAROL DE SAO TOME;28140973;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27239167;RUA, JOAO PINTO CARVALHO, 2, FAROL DE SAO TOME;-22.038;-41.046
25448907;1;49;1;GOOD BULL FOODS - G B F;2;20160809;0;20160809;4617600;4721103;RUA;FELISMINDO PECANHA;110;PARQUE PENHA;28020056;Campos dos Goytacazes;Rio de Janeiro;CASA 01;RJ;5819;22;27331856;RUA, FELISMINDO PECANHA, 110, PARQUE PENHA;-21.797;-41.296
13135895;1;13;1;CASA DA TORNEIRA ACABAMENTOS;2;20101227;0;20101227;4744099;4744003;RUA;BARAO DO AMAZONAS;30;CENTRO;28010030;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27337810;RUA, BARAO DO AMAZONAS, 30, CENTRO;-21.756;-41.324
20041220;1;70;1;RECUPERADORA DE VEICULOS PITULA;2;20140408;0;20140408;4520002;4530703;RUA;DOUTOR ANTONIO EUGENIO FRITSCH;21;PARQUE ROSARIO;28027157;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98694796;RUA, DOUTOR ANTONIO EUGENIO FRITSCH, 21, PARQUE ROSARIO;-21.775;-41.328
10555534;1;38;1;-;2;20081216;0;20081216;9001906;7739003,9001999,9001902,9001901,7711000,7312200,7319099,9319101,7420001,7420002,8230001,9001903,8591100,8592901,8592903,7739099,5920100,5911199,7420004;AVENIDA;PELINCA;343;TAMANDARE;28035053;Campos dos Goytacazes;Rio de Janeiro;FUNDOS;RJ;5819;22;27242982;AVENIDA, PELINCA, 343, TAMANDARE;-21.758;-41.337
21064632;1;99;1;-;2;20140918;0;20140918;4712100;4723700,4722901,4721104,4724500,4721103,4789099,4721102,4722902;RUA;SANTO ANTONIO;13;TAPERA;28050003;Campos dos Goytacazes;Rio de Janeiro;E 17 RUA 06 LOT MORADA DA TAPERA;RJ;5819;22;27244113;RUA, SANTO ANTONIO, 13, TAPERA;-21.777;-41.382
22160320;1;41;1;MARLON CELL;2;20150331;0;20150331;4752100;4751201,951;RUA;BARAO DA LAGOA DOURADA;376;CENTRO;28035212;Campos dos Goytacazes;Rio de Janeiro;LOJA 2;RJ;5819;22;98746497;RUA, BARAO DA LAGOA DOURADA, 376, CENTRO;-21.759;-41.335
12379473;1;20;1;-;2;20100814;0;20100814;4330499;6190699,2542000,4520007,4322303,4321500,4322302,4329101,4330403,9609299;RUA;HERVAL DE ARAUJO PAES;23;PARQUE AURORA;28025510;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;97846223;RUA, HERVAL DE ARAUJO PAES, 23, PARQUE AURORA;-21.788;-41.326
8271666;1;96;1;ASSOCIE;2;20060821;0;20060821;6209100;3314799,4221905,4321500,4613300,4618499,4672900,4742300,4744001,4751201,4752100,4759899,4761001,6204000,6311900,7319002,7490104,8020001,9511800;AVENIDA;DOUTOR ARTUR BERNARDES;816;PARQUE ROSARIO;28015325;Campos dos Goytacazes;Rio de Janeiro;BAIXO;RJ;5819;22;27243712;AVENIDA, DOUTOR ARTUR BERNARDES, 816, PARQUE ROSARIO;-21.778;-41.308
25148264;1;18;1;-;2;20160706;0;20160706;6810202;-;AVENIDA;TREZE DE MAIO;110;CENTRO;28010260;Campos dos Goytacazes;Rio de Janeiro;SALA 301-D;RJ;5819;22;27394949;AVENIDA, TREZE DE MAIO, 110, CENTRO;-21.760;-41.324
61189288;437;40;2;LOJAS MARISA;2;20110914;0;20110914;4781400;6619302,6619399,4755501,4755502,4755503,4761001,4761002,4761003,4762800,4763601,4772500,4782201,4782202,4789001,4789008,4789099,7490104,6629100;RUA;JOAO PESSOA;143;CENTRO;28010250;Campos dos Goytacazes;Rio de Janeiro;AVENIDA TREZE DE MAIO 52 CENTRO CEP 28010 260 CAMPOS DOS GOYTACAZES/RJ;RJ;5819;22;32341900;RUA, JOAO PESSOA, 143, CENTRO;-21.759;-41.323
24870250;1;40;1;-;2;20160524;0;20160524;4752100;9512600,478;AVENIDA;Jose Alves de Azevedo;0;Centro;28110000;Campos dos Goytacazes;Rio de Janeiro;BOX 431;RJ;5819;22;98884133;AVENIDA, Jose Alves de Azevedo, SN, Centro;-21.758;-41.326
10238812;1;23;1;UNIDOS DO CAPAO;2;20080703;0;20080703;9493600;9499500;RUA;PROJETADA DEZESSEIS;12;ESTANCIA DA PENHA;28021220;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27388924;RUA, PROJETADA DEZESSEIS, 12, ESTANCIA DA PENHA;-21.797;-41.291
13438661;1;45;1;-;2;20110330;0;20110330;4322302;1822901,1822999,2539001,2542000,3311200,3313901,3314707,3317101,3321000,3329501,4120400,4213800,4321500,4322303,4329104,4330401,4330402,4330403,4330404,4330405,4330499,4391600,4399102,4520001,4520008,4530702,4530703,4642702,4647801,4649403,4661300,466999;RUA;DOS GOYTACAZES;1144;PARQUE TURF CLUB;28026602;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27250806;RUA, DOS GOYTACAZES, 1144, PARQUE TURF CLUB;-21.783;-41.322
12827886;1;20;1;HERMAN MAQUINAS E EQUIPAMENTOS;2;20101019;0;20101019;4520001;4520002,4520003,4530703,4530704;RUA;ANTONIO DE CASTRO;236;PARQUE PRESIDENTE VARGAS;28083320;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27222076;RUA, ANTONIO DE CASTRO, 236, PARQUE PRESIDENTE VARGAS;-21.731;-41.323
22771712;1;47;1;-;2;20150702;0;20150702;4789099;8219901,479;RUA;Rossine Quintanilha Chgas;178;PARQUE PENHA;28022210;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27354247;RUA, Rossine Quintanilha Chgas, 178, PARQUE PENHA;-21.797;-41.294
23881757;1;37;1;FELIPE MELLO MARKETING;2;20151222;0;20151222;7319003;-;RUA;ARTUR NOGUEIRA;217;PARQUE CORRIENTES;28055030;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27240725;RUA, ARTUR NOGUEIRA, 217, PARQUE CORRIENTES;-21.743;-41.357
24069364;1;96;1;UFA!;2;20160128;0;20160128;4761003;8111700,8121400,8211300,8299799;RUA;ARAUJO SILVA;133;PARQUE JARDIM CARIOCA;28080480;Campos dos Goytacazes;Rio de Janeiro;FRENTE;RJ;5819;22;97504422;RUA, ARAUJO SILVA, 133, PARQUE JARDIM CARIOCA;-21.744;-41.324
11753125;1;9;1;-;2;20100330;0;20100330;7319002;4789099,4713002,4763601,4743100;AVENIDA;PINHEIRO MACHADO;970;FAROL DE SAO TOME;28140000;Campos dos Goytacazes;Rio de Janeiro;LOJA 968-970;RJ;5819;22;27474800;AVENIDA, PINHEIRO MACHADO, 970, FAROL DE SAO TOME;-22.050;-41.067
8150205;1;65;1;-;2;20060710;0;20060710;4299599;4391600,4319300,4213800,7739099,6190699,4330402,4330499,4399199;RUA;TREZE DE MAIO;311;CENTRO;28010260;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27333963;RUA, TREZE DE MAIO, 311, CENTRO;-21.765;-41.323
11204514;1;85;1;AUTO MECANICA SEU FA;2;20090731;0;20090731;4520001;2941700,2950600,3032600,3311200,3313901,3313999,3314701,3314702,3314703,3314704,3314708,3314710,3314711,3314712,3314713,3314716,3314799,3315500,3316301,3316302,3319800,4322302,4329103,4520002,4520003,4520004,4520005,4520006,4520007,4530701,4530703,453070;RUA;JOSE BONAPARTE VIEIRA;284;PQE VISTA ALEGRE;28020285;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27361945;RUA, JOSE BONAPARTE VIEIRA, 284, PQE VISTA ALEGRE;-21.779;-41.292
23074704;1;4;1;-;2;20150817;0;20150817;4399103;9609208;AVENIDA;NEWTON GUARANA;507;PENHA;28110000;Campos dos Goytacazes;Rio de Janeiro;BLOCO 04 - APT 303;RJ;5819;22;99457661;AVENIDA, NEWTON GUARANA, 507, PENHA;-21.796;-41.285
20903238;1;34;1;MAIS SAUDE CARD;2;20140711;0;20140711;8291100;8299799;AVENIDA;JOSE ALVES DE AZEVEDO;289;PARQUE ROSARIO;28025496;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27264671;AVENIDA, JOSE ALVES DE AZEVEDO, 289, PARQUE ROSARIO;-21.763;-41.328
9575111;1;9;1;ALGO MAIS;2;20240926;0;20080505;7112000;4120400,4211101,4213800,4222701,4292801,4299501,4299599,4311802,4313400,4319300,4321500,4322301,4322302,4329199,4330404,4330405,4330499,4391600,4399103,8129000;RODOVIA;BR 101;0;IBITIOCA;28120000;Campos dos Goytacazes;Rio de Janeiro;KM 82;RJ;5819;22;99039595;RODOVIA, BR 101, SN, IBITIOCA;-21.833;-41.442
16580434;1;48;1;DIFERENCIAL SERVICE;2;20220705;0;20120726;8121400;4321500,4322301,4399103,4330404;RUA;HILARIO CARVALHO;28;PARQUE PRESIDENTE VARGAS;28083340;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27330082;RUA, HILARIO CARVALHO, 28, PARQUE PRESIDENTE VARGAS;-21.731;-41.319
21712254;1;2;1;ASSOC. DE MORADORES DOS PREDIOS EDILICIOS VILA LENOIR;2;20190416;0;20141205;9499500;-;AVENIDA;VINTE E OITO DE MARCO;130;CENTRO;28020740;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99366669;AVENIDA, VINTE E OITO DE MARCO, 130, CENTRO;-21.761;-41.341
24398271;1;5;1;CENTRO ORTOPEDICO DE CAMPOS;2;20160316;0;20160316;8630503;8630501,8630502,8630599;AVENIDA;ALBERTO LAMEGO;852;PARQUE CALIFORNIA;28016812;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99810805;AVENIDA, ALBERTO LAMEGO, 852, PARQUE CALIFORNIA;-21.762;-41.301
9584345;1;4;1;-;2;20080403;0;20080403;8112500;-;RUA;MARCILIO DIAS;13;PQE TAMANDARE;28035015;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27243738;RUA, MARCILIO DIAS, 13, PQE TAMANDARE;-21.755;-41.340
15112174;1;13;1;-;2;20120229;0;20120229;4722902;5611203;RUA;1;26;NOVA CANAA;28120000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97427543;RUA, 1, 26, NOVA CANAA;-21.777;-41.289
12613460;1;74;1;-;2;20101001;0;20101001;8129000;-;RUA;MANOEL JACINTO;9;PARQUE JARDIM CARIOCA;28080365;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99569991;RUA, MANOEL JACINTO, 9, PARQUE JARDIM CARIOCA;-21.747;-41.320
17067934;1;43;1;-;2;20121025;0;20121025;8599699;7420001,5812302,5912099,5819100;AVENIDA;ALBERTO LAMEGO;405;-;-;Campos dos Goytacazes;Rio de Janeiro;BLOCO b5;-;0;0;0;AVENIDA, ALBERTO LAMEGO, 405, -;-21.765;-41.290
17074927;1;79;1;VULKI;2;20121009;0;20121009;8599604;4761001,5911102,5911199,6201501,6319400,7319002,7319003,8230001;AVENIDA;SETE DE SETEMBRO;109;CENTRO;28013331;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27327877;AVENIDA, SETE DE SETEMBRO, 109, CENTRO;-21.760;-41.313
33050071;170;42;2;ENEL DISTRIBUICAO RIO;2;20070828;0;20070828;3514000;-;ESTRADA;CAMPOS/ CAMBAIBA;0;MARTINS LAGE;28021455;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;21;27161620;ESTRADA, CAMPOS/ CAMBAIBA, S/N, MARTINS LAGE;-21.773;-41.254
22744618;1;7;1;-;2;20150629;0;20150629;1412601;1412602;RUA;SILVIO FERRAZ;57;PARQUE CORRIENTES;28055140;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99564718;RUA, SILVIO FERRAZ, 57, PARQUE CORRIENTES;-21.744;-41.355
12240556;1;34;1;-;2;20100716;0;20100716;4313400;0161099,3600602,3701100,3702900,3811400,4120400,4211101,4211102,4212000,4213800,4221903,4221904,4221905,4222701,4222702,4291000,4292801,4299501,4299599,4311801,4311802,4312600,4319300,4321500,4322301,4322302,4329101,4329104,4329199,4330401,4330403,433040;RUA;CORONEL FRANCISCO RIBEIRO DA MOTA VASCONCELOS;17;PARQUE JOQUEI CLUB;28020335;Campos dos Goytacazes;Rio de Janeiro;SALA 04 ALTOS;RJ;5819;22;27252503;RUA, CORONEL FRANCISCO RIBEIRO DA MOTA VASCONCELOS, 17/19, PARQUE JOQUEI CLUB;-21.777;-41.289
11894593;1;1;1;-;2;20100504;0;20100504;4751201;9511800,6190699,4759899,4321500,4785799;RUA;GILBERTO FREIRE;18;PARQUE NOVO JOCKEY;28020829;Campos dos Goytacazes;Rio de Janeiro;CASA LOJA;RJ;5819;22;30560272;RUA, GILBERTO FREIRE, 18, PARQUE NOVO JOCKEY;-21.779;-41.278
13250227;1;37;1;CEMET;2;20110214;0;20110214;8630503;8630502,8640202,8640205;AVENIDA;RUI BARBOSA;1061;CENTRO;28013000;Campos dos Goytacazes;Rio de Janeiro;SLJ A E B;RJ;5819;22;27351644;AVENIDA, RUI BARBOSA, 1061, CENTRO;-21.756;-41.321
17361345;1;73;1;AVAL EMPREENDIMENTOS E ENGENHARIA;2;20121212;0;20121212;4213800;0161001,0161002,0161003,0161099,0810007,0810008,0810099,3313901,3314707,3314717,3314799,3321000,3329501,3600602,3701100,3702900,3811400,3839499,4120400,4211101,4211102,4212000,4221904,4221905,4222701,4222702,4291000,4292801,4299501,4299599,4311801,431180;RUA;MANOEL RIBEIRO;76;PARQUE AURORA;28025530;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27339097;RUA, MANOEL RIBEIRO, 76, PARQUE AURORA;-21.788;-41.323
21313084;1;93;1;-;2;20141030;0;20141030;9602501;-;RUA;TENENTE-CORONEL CARDOSO;372;CENTRO;28010802;Campos dos Goytacazes;Rio de Janeiro;LOJA 01;RJ;5819;22;27238457;RUA, TENENTE-CORONEL CARDOSO, 372, CENTRO;-21.760;-41.321
23994192;1;2;1;RED LIGHT STORE;2;20160118;0;20160118;4781400;4782202,4782201,4789001;RUA;BARAO DA LAGOA DOURADA;290;CENTRO;28035212;Campos dos Goytacazes;Rio de Janeiro;LOJA 03;RJ;5819;22;27327877;RUA, BARAO DA LAGOA DOURADA, 290, CENTRO;-21.757;-41.334
10863510;1;46;1;BRASPEX SUPRIMENTOS CORPORATIVOS;2;20090424;0;20090424;4789005;-;RUA;BARAO DE MIRACEMA;168;CENTRO;28035302;Campos dos Goytacazes;Rio de Janeiro;LOJA 2;RJ;5819;22;27223005;RUA, BARAO DE MIRACEMA, 168, CENTRO;-21.757;-41.329
16615989;1;88;1;SANTOS DEDETIZACAO;2;20120801;0;20120801;8122200;8129000;AVENIDA;SOUTO MAIOR;73;GOYTACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;LOJA A;RJ;5819;22;98233063;AVENIDA, SOUTO MAIOR, 73, GOYTACAZES;-21.835;-41.263
17434089;1;5;1;PLANETA AGUA E LUZ;2;20210407;0;20130111;4744099;4213800,4312600,4322302,4743100,6920601,8129000;RODOVIA;CAMPOS SANTO AMARO;157;MINEIROS;28143000;Campos dos Goytacazes;Rio de Janeiro;CAMPO LIMPO;RJ;5819;22;27607906;RODOVIA, CAMPOS SANTO AMARO, 157, MINEIROS;-21.880;-41.221
22042580;1;12;1;-;2;20230419;0;20150313;5212500;-;RUA;ANTONIO LIUZ DA SILVEIRA;398;TRAVESSAO;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97435350;RUA, ANTONIO LIUZ DA SILVEIRA, 398, TRAVESSAO;-21.622;-41.312
23385425;1;61;1;-;2;20150930;0;20150930;4330402;3101200;RUA;VINTE E QUATRO DE JUNHO;137;PARQUE SANTA ROSA;28085450;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99424095;RUA, VINTE E QUATRO DE JUNHO, 137, PARQUE SANTA ROSA;-21.727;-41.300
24996482;1;40;1;AUTOCENTER 28;2;20160614;0;20160614;4530705;4120400,4212000,4213800,4222701,4311802,4399101,4399102,4399103,4399104,4399105,4399199,4511101,4520001,4520002,4520003,4520004,4520005,4520006,4520007,4520008,4530703,4530704,4712100,4723700,4732600,7711000,7719599,7739099;AVENIDA;24 DE OUTUBRO;65;PARQUE FAZENDA GRANDE;28010000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27310595;AVENIDA, 24 DE OUTUBRO, 65, PARQUE FAZENDA GRANDE;-21.777;-41.308
19954214;1;25;1;R R GAMA CERAMICA;2;20140326;0;20140326;2342702;0810007,2330302,4679604,4679699,4744005,4744099,4930202,7739099;ESTRADA;NOVA;146;4 DISTRITO;28145000;Campos dos Goytacazes;Rio de Janeiro;MINEIROS;RJ;5819;22;27354127;ESTRADA, NOVA, 146, 4 DISTRITO;-21.782;-41.188
8470897;1;29;1;ANDREA LEONARDO COIFFEUR;2;20061027;0;20061027;9602501;9602502;AVENIDA;BOA VISTA;840;FAROL DE SAO THOME;28140973;Campos dos Goytacazes;Rio de Janeiro;PARTE;RJ;5819;22;27331856;AVENIDA, BOA VISTA, 840, FAROL DE SAO THOME;-22.047;-41.063
